complaint_id,complaint_date,market,channel,product_line,root_cause,severity,resolution_days,resolved,escalated_to_regulator,repeat_complaint
C147154,2025-09-18,SG,Call,Card Services,Delayed dispute resolution,Medium,13.1,True,False,True
C135399,2025-09-18,MX,Call,Rewards & Membership,Fraud/unauthorized charge handling,Medium,5.4,True,False,False
C118037,2025-09-18,US,Call,Card Services,App/digital platform bug,Low,10.6,True,False,False
C146727,2025-09-18,UK,Call,Merchant Services,Billing/charge discrepancy,Medium,4.9,True,False,True
C123989,2025-09-18,UK,Email,Digital/App,Billing/charge discrepancy,Medium,3.2,True,False,False
C115819,2025-09-18,US,Chat,Billing & Statements,Delayed dispute resolution,Low,2.3,True,False,False
C141364,2025-09-18,IN,Chat,Travel & Lifestyle,Billing/charge discrepancy,Low,0.8,True,False,False
C124488,2025-09-18,IN,Call,Merchant Services,Billing/charge discrepancy,High,1.4,True,True,False
C146568,2025-09-18,US,Call,Digital/App,Agent miscommunication,High,3.3,True,False,False
C142402,2025-09-18,IN,Call,Digital/App,Billing/charge discrepancy,Low,5.4,True,False,False
C103098,2025-09-18,AU,Chat,Card Services,Delayed dispute resolution,Low,10.0,False,False,False
C142458,2025-09-18,IN,Email,Digital/App,Billing/charge discrepancy,Low,0.6,True,False,False
C122992,2025-09-18,US,Call,Rewards & Membership,App/digital platform bug,Medium,1.7,True,False,False
C129793,2025-09-18,SG,Email,Card Services,Fraud/unauthorized charge handling,Low,15.8,True,False,False
C134193,2025-09-18,UK,Chat,Travel & Lifestyle,Delayed dispute resolution,Medium,4.1,True,False,False
C119427,2025-09-18,CA,Call,Billing & Statements,Agent miscommunication,High,1.0,True,True,True
C146256,2025-09-18,US,Call,Rewards & Membership,Billing/charge discrepancy,Low,5.1,True,False,True
C144989,2025-09-18,US,Chat,Merchant Services,Billing/charge discrepancy,Medium,1.0,True,False,True
C107990,2025-09-18,IN,Call,Rewards & Membership,Billing/charge discrepancy,Low,7.5,True,False,False
C119392,2025-09-18,UK,Chat,Rewards & Membership,Billing/charge discrepancy,High,1.8,True,False,False
C123198,2025-09-18,AU,Chat,Card Services,Privacy/data handling concern,Low,1.5,True,False,False
C109277,2025-09-18,UK,Call,Digital/App,Billing/charge discrepancy,Medium,4.7,True,False,False
C112453,2025-09-18,US,Email,Billing & Statements,Billing/charge discrepancy,High,0.7,True,True,False
C137979,2025-09-18,AU,Chat,Travel & Lifestyle,Delayed dispute resolution,Medium,5.1,True,False,True
C120660,2025-09-18,US,Email,Merchant Services,Delayed dispute resolution,Medium,1.3,True,False,True
C138623,2025-09-18,AU,Chat,Travel & Lifestyle,Other,Medium,0.3,True,False,False
C112540,2025-09-18,AU,Call,Billing & Statements,Agent miscommunication,Low,6.4,True,False,True
C148805,2025-09-18,MX,Email,Travel & Lifestyle,Agent miscommunication,Low,5.3,True,False,True
C138412,2025-09-18,SG,Chat,Digital/App,Delayed dispute resolution,Low,4.8,True,False,False
C120935,2025-09-18,US,Email,Merchant Services,Fraud/unauthorized charge handling,Low,5.3,True,False,False
C148183,2025-09-18,AU,Call,Merchant Services,Billing/charge discrepancy,Low,1.4,True,False,False
C117499,2025-09-18,UK,Call,Digital/App,Privacy/data handling concern,Medium,9.2,True,False,False
C148195,2025-09-18,US,Call,Rewards & Membership,Privacy/data handling concern,Low,4.9,True,False,False
C145337,2025-09-18,UK,Call,Digital/App,Fraud/unauthorized charge handling,Medium,10.9,False,False,False
C126047,2025-09-18,US,Call,Merchant Services,Billing/charge discrepancy,Low,1.1,True,False,False
C147501,2025-09-18,AU,Chat,Digital/App,Fraud/unauthorized charge handling,Medium,11.8,True,False,False
C140484,2025-09-18,US,Social,Digital/App,Other,Low,1.0,True,False,False
C114640,2025-09-18,US,Call,Card Services,Privacy/data handling concern,Medium,4.7,True,True,False
C121443,2025-09-18,US,Call,Merchant Services,App/digital platform bug,Low,5.2,True,True,True
C106635,2025-09-19,US,Call,Card Services,App/digital platform bug,Medium,7.6,False,False,False
C136074,2025-09-19,US,Chat,Merchant Services,Rewards/points not credited,Medium,3.9,True,False,False
C126490,2025-09-19,US,Email,Merchant Services,Delayed dispute resolution,Low,22.1,True,False,False
C104556,2025-09-19,US,Social,Card Services,Privacy/data handling concern,Medium,0.9,True,False,False
C129831,2025-09-19,US,Email,Digital/App,Delayed dispute resolution,Medium,6.7,True,False,False
C135114,2025-09-19,IN,Call,Merchant Services,Billing/charge discrepancy,Low,2.5,True,False,False
C135801,2025-09-19,MX,Call,Travel & Lifestyle,Other,Medium,8.1,True,False,False
C111630,2025-09-19,IN,Chat,Card Services,Privacy/data handling concern,Low,1.5,True,False,False
C138428,2025-09-19,UK,Email,Rewards & Membership,Billing/charge discrepancy,High,3.6,True,False,False
C142738,2025-09-19,UK,Email,Merchant Services,Privacy/data handling concern,Low,4.8,True,True,False
C107148,2025-09-19,MX,Social,Billing & Statements,Rewards/points not credited,Low,2.1,True,False,True
C112356,2025-09-19,CA,Social,Digital/App,Delayed dispute resolution,Medium,4.2,True,False,False
C130254,2025-09-19,IN,Chat,Travel & Lifestyle,Billing/charge discrepancy,Medium,4.1,True,False,False
C146296,2025-09-19,SG,Email,Rewards & Membership,Agent miscommunication,Low,3.6,True,False,False
C130864,2025-09-19,CA,Chat,Billing & Statements,Delayed dispute resolution,Medium,11.2,True,False,False
C113303,2025-09-19,UK,Call,Digital/App,Fraud/unauthorized charge handling,High,18.2,False,True,False
C100240,2025-09-19,UK,Email,Merchant Services,Delayed dispute resolution,High,3.1,True,False,False
C103928,2025-09-19,US,Call,Merchant Services,Rewards/points not credited,Low,5.1,True,False,False
C138717,2025-09-19,US,Call,Rewards & Membership,App/digital platform bug,Low,5.8,True,False,False
C129931,2025-09-19,SG,Call,Billing & Statements,Privacy/data handling concern,Low,4.9,False,False,False
C127645,2025-09-19,IN,Chat,Card Services,Privacy/data handling concern,Low,2.6,True,False,False
C103697,2025-09-19,IN,Chat,Rewards & Membership,Fraud/unauthorized charge handling,Medium,4.0,True,False,False
C103285,2025-09-19,UK,Social,Billing & Statements,Agent miscommunication,Low,1.1,True,False,False
C131136,2025-09-19,IN,Call,Merchant Services,App/digital platform bug,Medium,30.3,True,False,False
C124492,2025-09-19,US,Email,Travel & Lifestyle,Delayed dispute resolution,Medium,18.1,True,False,False
C133449,2025-09-19,CA,Call,Billing & Statements,Billing/charge discrepancy,Low,5.1,True,False,False
C148854,2025-09-19,SG,Social,Travel & Lifestyle,Delayed dispute resolution,Medium,3.6,True,False,False
C148822,2025-09-19,US,Email,Digital/App,Privacy/data handling concern,Low,1.9,True,False,False
C118138,2025-09-19,US,Call,Merchant Services,App/digital platform bug,Low,8.1,False,False,False
C148820,2025-09-19,US,Call,Digital/App,Delayed dispute resolution,Medium,2.5,True,False,False
C126779,2025-09-19,US,Chat,Billing & Statements,App/digital platform bug,Low,25.1,False,False,False
C128198,2025-09-19,SG,Call,Rewards & Membership,Delayed dispute resolution,Low,8.3,True,False,False
C109944,2025-09-19,US,Chat,Rewards & Membership,Billing/charge discrepancy,Low,1.6,True,False,False
C132507,2025-09-19,SG,Email,Digital/App,Other,Low,4.5,True,False,False
C131342,2025-09-19,IN,Chat,Card Services,App/digital platform bug,Low,5.0,True,False,False
C100380,2025-09-19,US,Call,Travel & Lifestyle,Privacy/data handling concern,Low,0.4,True,False,False
C114763,2025-09-19,MX,Chat,Digital/App,Fraud/unauthorized charge handling,Low,4.6,True,False,False
C149119,2025-09-19,IN,Chat,Digital/App,Fraud/unauthorized charge handling,Low,12.3,True,False,False
C112644,2025-09-19,IN,Call,Digital/App,Delayed dispute resolution,Medium,2.7,True,False,True
C118481,2025-09-19,US,Call,Card Services,Agent miscommunication,Medium,1.8,True,False,False
C105454,2025-09-19,SG,Call,Card Services,Delayed dispute resolution,Low,1.8,True,False,False
C110812,2025-09-19,US,Chat,Digital/App,Delayed dispute resolution,Low,4.0,True,False,False
C108889,2025-09-19,US,Email,Digital/App,Rewards/points not credited,Low,10.6,True,False,False
C114400,2025-09-19,CA,Email,Rewards & Membership,Privacy/data handling concern,Low,4.8,True,True,False
C139828,2025-09-19,AU,Social,Travel & Lifestyle,Fraud/unauthorized charge handling,Low,22.7,False,False,False
C129371,2025-09-19,UK,Chat,Digital/App,Agent miscommunication,High,6.0,True,False,False
C123249,2025-09-19,US,Chat,Merchant Services,Billing/charge discrepancy,Low,0.4,True,False,False
C117323,2025-09-19,CA,Call,Rewards & Membership,Agent miscommunication,Low,6.8,True,False,True
C105491,2025-09-19,AU,Social,Merchant Services,Privacy/data handling concern,Medium,1.8,True,True,False
C114125,2025-09-19,IN,Chat,Travel & Lifestyle,Billing/charge discrepancy,Medium,2.5,True,True,False
C127657,2025-09-19,US,Email,Merchant Services,Other,Low,1.5,True,False,True
C116830,2025-09-19,CA,Social,Merchant Services,App/digital platform bug,Low,11.7,True,False,False
C105410,2025-09-19,CA,Social,Merchant Services,App/digital platform bug,Low,5.7,True,False,False
C143763,2025-09-19,US,Call,Merchant Services,Billing/charge discrepancy,High,1.5,False,False,False
C134092,2025-09-19,IN,Chat,Billing & Statements,Billing/charge discrepancy,Medium,5.3,True,False,False
C113412,2025-09-19,US,Social,Travel & Lifestyle,Other,Low,2.5,True,False,False
C106953,2025-09-19,US,Call,Digital/App,Agent miscommunication,Low,4.0,True,False,False
C121670,2025-09-19,IN,Social,Card Services,App/digital platform bug,High,8.2,True,False,False
C132015,2025-09-19,IN,Social,Travel & Lifestyle,Delayed dispute resolution,Low,19.7,True,False,False
C120770,2025-09-19,UK,Chat,Travel & Lifestyle,Privacy/data handling concern,Medium,4.8,True,False,False
C119572,2025-09-19,US,Call,Travel & Lifestyle,Fraud/unauthorized charge handling,High,19.0,False,False,False
C145122,2025-09-19,US,Call,Billing & Statements,Delayed dispute resolution,High,11.7,True,False,False
C144230,2025-09-19,US,Chat,Digital/App,Delayed dispute resolution,Medium,21.1,True,False,False
C141824,2025-09-20,AU,Call,Digital/App,Billing/charge discrepancy,Medium,4.3,True,False,True
C113010,2025-09-20,UK,Chat,Merchant Services,Rewards/points not credited,Medium,1.8,True,False,False
C116726,2025-09-20,MX,Chat,Rewards & Membership,Agent miscommunication,Low,6.1,True,False,True
C143805,2025-09-20,IN,Call,Billing & Statements,Fraud/unauthorized charge handling,Low,12.5,True,False,False
C104461,2025-09-20,US,Call,Billing & Statements,App/digital platform bug,Medium,2.3,True,False,False
C123408,2025-09-20,IN,Call,Billing & Statements,Billing/charge discrepancy,High,5.9,True,False,False
C142136,2025-09-20,IN,Call,Merchant Services,Privacy/data handling concern,Medium,4.8,False,False,False
C131432,2025-09-20,SG,Chat,Merchant Services,Agent miscommunication,High,2.5,True,True,False
C118617,2025-09-20,UK,Call,Card Services,App/digital platform bug,Low,10.0,True,False,False
C102844,2025-09-20,SG,Call,Rewards & Membership,Privacy/data handling concern,High,6.3,True,True,False
C137509,2025-09-20,US,Social,Digital/App,Delayed dispute resolution,Medium,6.3,True,False,False
C108555,2025-09-20,UK,Call,Rewards & Membership,Delayed dispute resolution,Medium,10.0,True,False,False
C122756,2025-09-20,US,Call,Digital/App,Agent miscommunication,Medium,6.3,True,False,False
C118981,2025-09-20,MX,Call,Merchant Services,Other,Low,4.9,True,False,False
C149313,2025-09-20,AU,Chat,Card Services,Billing/charge discrepancy,Low,5.0,True,False,False
C103857,2025-09-20,CA,Email,Rewards & Membership,Agent miscommunication,Medium,6.6,True,False,False
C101940,2025-09-20,US,Call,Rewards & Membership,Delayed dispute resolution,Medium,1.9,True,False,False
C110701,2025-09-20,AU,Email,Card Services,Agent miscommunication,Low,6.5,True,False,False
C135410,2025-09-20,IN,Email,Card Services,App/digital platform bug,Low,11.8,True,False,False
C143968,2025-09-20,US,Call,Billing & Statements,Billing/charge discrepancy,Medium,3.1,True,False,False
C140377,2025-09-20,US,Call,Travel & Lifestyle,Agent miscommunication,Medium,0.9,True,False,False
C121418,2025-09-20,US,Chat,Travel & Lifestyle,App/digital platform bug,High,6.2,True,True,False
C104134,2025-09-20,IN,Email,Billing & Statements,Fraud/unauthorized charge handling,Medium,8.3,True,False,False
C147663,2025-09-20,US,Call,Merchant Services,Billing/charge discrepancy,High,7.3,True,False,True
C147711,2025-09-20,AU,Email,Digital/App,Rewards/points not credited,Medium,0.8,True,False,False
C105385,2025-09-20,MX,Call,Card Services,Billing/charge discrepancy,Low,7.1,True,False,True
C147300,2025-09-20,US,Chat,Travel & Lifestyle,Fraud/unauthorized charge handling,Low,3.5,True,False,False
C132069,2025-09-20,UK,Email,Rewards & Membership,Fraud/unauthorized charge handling,Low,6.8,True,False,False
C139595,2025-09-20,US,Social,Billing & Statements,Delayed dispute resolution,Medium,5.1,True,False,False
C134872,2025-09-20,AU,Email,Travel & Lifestyle,App/digital platform bug,Medium,7.0,True,False,False
C124353,2025-09-20,IN,Social,Travel & Lifestyle,Agent miscommunication,Low,2.1,True,False,False
C101798,2025-09-20,SG,Email,Merchant Services,Billing/charge discrepancy,Medium,0.8,True,False,False
C124223,2025-09-20,AU,Call,Travel & Lifestyle,Delayed dispute resolution,Low,6.9,True,False,False
C133337,2025-09-20,US,Call,Digital/App,Agent miscommunication,Low,4.7,False,False,False
C106203,2025-09-20,IN,Call,Travel & Lifestyle,App/digital platform bug,Medium,10.5,True,False,False
C141404,2025-09-20,US,Call,Card Services,Billing/charge discrepancy,High,8.4,True,True,False
C110879,2025-09-20,MX,Chat,Billing & Statements,Billing/charge discrepancy,Low,2.6,True,False,False
C130831,2025-09-20,IN,Chat,Billing & Statements,Privacy/data handling concern,Medium,8.0,True,False,False
C138735,2025-09-20,UK,Chat,Merchant Services,Fraud/unauthorized charge handling,Low,5.1,True,False,True
C146924,2025-09-20,AU,Email,Rewards & Membership,Delayed dispute resolution,Low,8.2,True,False,True
C148370,2025-09-20,AU,Call,Rewards & Membership,Billing/charge discrepancy,High,4.2,True,False,False
C145176,2025-09-20,SG,Email,Travel & Lifestyle,Rewards/points not credited,Low,1.1,True,False,False
C145938,2025-09-20,UK,Chat,Billing & Statements,Billing/charge discrepancy,High,2.1,True,True,False
C143092,2025-09-20,IN,Email,Billing & Statements,Agent miscommunication,Medium,1.8,True,False,False
C129460,2025-09-20,US,Call,Digital/App,Fraud/unauthorized charge handling,Medium,4.8,True,False,False
C103334,2025-09-20,IN,Call,Card Services,Delayed dispute resolution,High,11.1,True,True,False
C122012,2025-09-20,UK,Call,Merchant Services,Privacy/data handling concern,Medium,7.0,True,True,False
C108046,2025-09-20,IN,Chat,Merchant Services,Delayed dispute resolution,High,2.5,True,False,False
C138627,2025-09-21,IN,Email,Card Services,Rewards/points not credited,Low,1.1,True,False,True
C146380,2025-09-21,MX,Call,Merchant Services,Delayed dispute resolution,Low,4.8,True,False,False
C143881,2025-09-21,MX,Call,Billing & Statements,Rewards/points not credited,Low,0.2,False,False,False
C139046,2025-09-21,CA,Email,Digital/App,App/digital platform bug,High,13.6,True,False,False
C103736,2025-09-21,UK,Chat,Billing & Statements,Billing/charge discrepancy,Low,3.6,True,False,False
C106077,2025-09-21,UK,Social,Digital/App,Delayed dispute resolution,Medium,13.2,True,False,False
C126659,2025-09-21,US,Email,Card Services,Rewards/points not credited,Medium,5.4,True,False,False
C118297,2025-09-21,SG,Call,Billing & Statements,App/digital platform bug,Low,8.3,True,False,False
C143552,2025-09-21,US,Chat,Card Services,Agent miscommunication,Low,2.3,True,False,False
C126773,2025-09-21,US,Email,Digital/App,Agent miscommunication,Low,2.3,False,False,False
C122844,2025-09-21,IN,Email,Travel & Lifestyle,Delayed dispute resolution,Medium,31.1,True,False,False
C122857,2025-09-21,CA,Call,Digital/App,App/digital platform bug,Medium,11.6,True,False,True
C123734,2025-09-21,AU,Chat,Merchant Services,Fraud/unauthorized charge handling,Low,9.8,True,False,False
C113822,2025-09-21,US,Social,Digital/App,Delayed dispute resolution,Low,10.0,True,False,False
C104869,2025-09-21,IN,Call,Billing & Statements,Delayed dispute resolution,Low,6.6,True,False,False
C131745,2025-09-21,MX,Call,Digital/App,Billing/charge discrepancy,Low,2.5,True,False,False
C148422,2025-09-21,CA,Email,Merchant Services,Billing/charge discrepancy,Medium,0.8,True,False,False
C107103,2025-09-21,AU,Social,Card Services,Fraud/unauthorized charge handling,Medium,7.6,True,False,False
C112049,2025-09-21,US,Chat,Rewards & Membership,Billing/charge discrepancy,Low,6.4,True,False,True
C127647,2025-09-21,CA,Email,Card Services,Rewards/points not credited,Low,3.7,True,False,False
C134182,2025-09-21,CA,Call,Billing & Statements,Billing/charge discrepancy,Medium,1.3,True,False,True
C113428,2025-09-21,US,Call,Digital/App,Agent miscommunication,Low,2.0,True,False,False
C137852,2025-09-21,CA,Email,Merchant Services,Rewards/points not credited,Low,2.0,True,False,True
C102637,2025-09-21,UK,Email,Billing & Statements,Billing/charge discrepancy,Medium,1.2,True,False,False
C139128,2025-09-21,UK,Email,Rewards & Membership,Delayed dispute resolution,Low,8.3,True,False,False
C107573,2025-09-21,US,Call,Travel & Lifestyle,Billing/charge discrepancy,Medium,5.9,True,False,False
C128740,2025-09-21,IN,Chat,Merchant Services,Fraud/unauthorized charge handling,Low,5.4,True,False,False
C140750,2025-09-21,MX,Chat,Travel & Lifestyle,Billing/charge discrepancy,Medium,5.8,True,False,False
C101612,2025-09-21,AU,Call,Billing & Statements,Fraud/unauthorized charge handling,Medium,19.3,True,False,False
C145572,2025-09-21,CA,Email,Digital/App,Billing/charge discrepancy,High,1.5,True,False,False
C109413,2025-09-21,IN,Social,Digital/App,App/digital platform bug,Low,10.2,True,False,False
C142857,2025-09-21,IN,Call,Merchant Services,App/digital platform bug,Medium,15.4,True,True,False
C149451,2025-09-21,CA,Call,Travel & Lifestyle,Agent miscommunication,Low,3.6,True,True,False
C144972,2025-09-21,US,Email,Travel & Lifestyle,Delayed dispute resolution,High,19.6,True,False,False
C124429,2025-09-21,US,Email,Card Services,Privacy/data handling concern,Low,3.8,True,False,False
C108224,2025-09-21,UK,Call,Rewards & Membership,Fraud/unauthorized charge handling,Medium,2.5,True,False,False
C136718,2025-09-21,MX,Chat,Rewards & Membership,Rewards/points not credited,Medium,6.4,True,False,False
C108060,2025-09-21,US,Call,Digital/App,App/digital platform bug,Low,15.2,True,False,False
C121288,2025-09-21,UK,Call,Rewards & Membership,Billing/charge discrepancy,Low,2.4,True,False,False
C143456,2025-09-21,UK,Chat,Merchant Services,Privacy/data handling concern,Medium,3.0,True,False,False
C149892,2025-09-21,MX,Call,Billing & Statements,Delayed dispute resolution,Low,13.7,True,False,True
C103100,2025-09-21,MX,Call,Travel & Lifestyle,Delayed dispute resolution,Low,9.6,True,False,True
C133919,2025-09-21,CA,Call,Merchant Services,Agent miscommunication,High,3.3,True,False,False
C103556,2025-09-21,US,Call,Rewards & Membership,Agent miscommunication,Low,2.3,True,False,False
C106223,2025-09-21,AU,Chat,Digital/App,Fraud/unauthorized charge handling,Medium,26.0,True,True,False
C102512,2025-09-22,UK,Chat,Card Services,Agent miscommunication,Low,2.9,True,False,False
C113538,2025-09-22,US,Social,Travel & Lifestyle,Rewards/points not credited,Low,2.1,True,False,False
C121761,2025-09-22,CA,Chat,Digital/App,Delayed dispute resolution,Medium,3.0,True,False,False
C135197,2025-09-22,MX,Social,Billing & Statements,Fraud/unauthorized charge handling,Low,58.7,True,False,False
C142114,2025-09-22,IN,Call,Billing & Statements,Delayed dispute resolution,Low,9.2,True,False,False
C125077,2025-09-22,US,Chat,Card Services,Agent miscommunication,Low,5.4,True,False,False
C145298,2025-09-22,UK,Email,Merchant Services,Billing/charge discrepancy,High,2.8,True,True,True
C145303,2025-09-22,IN,Call,Digital/App,App/digital platform bug,Low,11.6,True,False,True
C138529,2025-09-22,US,Email,Travel & Lifestyle,App/digital platform bug,Medium,15.2,True,False,False
C102981,2025-09-22,UK,Call,Card Services,App/digital platform bug,Medium,16.6,True,False,True
C134681,2025-09-22,US,Call,Rewards & Membership,Rewards/points not credited,Low,1.5,True,False,False
C109234,2025-09-22,US,Email,Billing & Statements,App/digital platform bug,Medium,4.8,True,False,False
C126983,2025-09-22,US,Call,Travel & Lifestyle,Privacy/data handling concern,Medium,7.8,True,True,False
C135767,2025-09-22,US,Call,Rewards & Membership,Billing/charge discrepancy,Medium,5.9,True,False,True
C141848,2025-09-22,UK,Call,Rewards & Membership,Delayed dispute resolution,High,4.1,True,True,False
C124276,2025-09-22,SG,Call,Merchant Services,Other,High,4.8,True,True,False
C123703,2025-09-22,IN,Social,Billing & Statements,Agent miscommunication,Low,1.6,True,False,False
C125624,2025-09-22,UK,Call,Travel & Lifestyle,Delayed dispute resolution,Low,13.8,True,False,False
C125830,2025-09-22,US,Call,Digital/App,Fraud/unauthorized charge handling,Medium,14.4,True,False,False
C140907,2025-09-22,AU,Chat,Card Services,Delayed dispute resolution,Medium,0.5,True,False,False
C130306,2025-09-22,UK,Email,Rewards & Membership,Billing/charge discrepancy,Medium,2.8,True,False,False
C124081,2025-09-22,UK,Email,Card Services,App/digital platform bug,Low,6.8,True,False,False
C117244,2025-09-22,US,Chat,Card Services,Agent miscommunication,Low,1.1,True,False,False
C109563,2025-09-22,MX,Email,Card Services,Billing/charge discrepancy,Low,4.0,True,False,False
C129483,2025-09-22,SG,Call,Digital/App,Privacy/data handling concern,Medium,1.8,True,False,False
C127917,2025-09-22,US,Call,Merchant Services,Billing/charge discrepancy,Low,6.9,True,False,False
C106662,2025-09-22,CA,Social,Billing & Statements,App/digital platform bug,Low,14.4,True,False,False
C114769,2025-09-22,SG,Chat,Rewards & Membership,Rewards/points not credited,Medium,0.9,False,False,False
C136996,2025-09-22,AU,Call,Rewards & Membership,Delayed dispute resolution,High,6.0,True,True,False
C101217,2025-09-22,IN,Chat,Merchant Services,Billing/charge discrepancy,High,7.3,True,False,False
C103505,2025-09-22,SG,Call,Card Services,App/digital platform bug,Low,9.1,False,False,False
C106674,2025-09-22,UK,Call,Card Services,Privacy/data handling concern,Medium,3.3,True,False,False
C105182,2025-09-22,AU,Social,Rewards & Membership,App/digital platform bug,Medium,4.7,False,False,False
C129243,2025-09-22,IN,Call,Travel & Lifestyle,Billing/charge discrepancy,Low,3.9,True,False,False
C108287,2025-09-22,IN,Social,Billing & Statements,Billing/charge discrepancy,Low,4.3,True,False,False
C143533,2025-09-22,CA,Social,Digital/App,Rewards/points not credited,Medium,0.7,True,False,False
C104919,2025-09-22,US,Call,Card Services,Privacy/data handling concern,Medium,2.2,True,True,False
C113973,2025-09-22,CA,Call,Card Services,App/digital platform bug,Low,5.9,True,False,False
C132225,2025-09-22,MX,Social,Travel & Lifestyle,Billing/charge discrepancy,Low,1.7,True,False,False
C136975,2025-09-22,SG,Email,Billing & Statements,App/digital platform bug,Medium,9.7,True,False,False
C118779,2025-09-22,US,Call,Billing & Statements,Billing/charge discrepancy,Medium,4.8,True,False,False
C149492,2025-09-22,IN,Call,Digital/App,Privacy/data handling concern,Medium,1.6,True,False,False
C144795,2025-09-22,US,Call,Rewards & Membership,Privacy/data handling concern,Low,4.7,True,False,False
C115556,2025-09-22,AU,Call,Merchant Services,Privacy/data handling concern,Medium,1.0,True,False,False
C139786,2025-09-23,AU,Social,Rewards & Membership,Delayed dispute resolution,Low,17.8,True,False,False
C138556,2025-09-23,CA,Call,Billing & Statements,Agent miscommunication,Low,3.1,True,False,False
C116669,2025-09-23,US,Chat,Rewards & Membership,App/digital platform bug,Low,3.4,True,False,False
C138583,2025-09-23,UK,Email,Card Services,Billing/charge discrepancy,Medium,1.6,True,False,False
C119499,2025-09-23,UK,Call,Rewards & Membership,Billing/charge discrepancy,Medium,5.9,True,False,False
C126580,2025-09-23,US,Call,Rewards & Membership,Billing/charge discrepancy,Medium,3.6,True,False,False
C115579,2025-09-23,US,Call,Rewards & Membership,App/digital platform bug,Medium,16.5,True,False,False
C137334,2025-09-23,IN,Call,Billing & Statements,Rewards/points not credited,Low,1.3,True,False,False
C111266,2025-09-23,UK,Call,Billing & Statements,Billing/charge discrepancy,High,3.4,True,False,False
C143195,2025-09-23,CA,Social,Card Services,Privacy/data handling concern,Medium,5.0,True,False,True
C123964,2025-09-23,IN,Call,Rewards & Membership,Billing/charge discrepancy,Medium,2.2,True,False,False
C111544,2025-09-23,US,Call,Rewards & Membership,Agent miscommunication,Low,5.5,True,False,False
C104984,2025-09-23,US,Call,Merchant Services,App/digital platform bug,Medium,10.1,True,False,False
C146321,2025-09-23,US,Chat,Merchant Services,Billing/charge discrepancy,High,2.3,True,True,False
C110997,2025-09-23,SG,Social,Rewards & Membership,Rewards/points not credited,Medium,3.6,True,False,False
C116744,2025-09-23,CA,Call,Rewards & Membership,Delayed dispute resolution,High,5.6,True,False,False
C102665,2025-09-23,IN,Chat,Card Services,Delayed dispute resolution,Low,12.6,True,False,False
C128590,2025-09-23,US,Social,Travel & Lifestyle,Billing/charge discrepancy,Low,2.2,True,False,False
C132557,2025-09-23,SG,Call,Card Services,Delayed dispute resolution,Low,2.0,True,False,True
C104232,2025-09-23,UK,Email,Rewards & Membership,Billing/charge discrepancy,Low,3.7,True,False,False
C129590,2025-09-23,US,Chat,Merchant Services,Billing/charge discrepancy,Low,1.7,True,False,False
C119900,2025-09-23,UK,Call,Merchant Services,App/digital platform bug,Low,11.3,True,False,True
C114731,2025-09-23,IN,Call,Digital/App,Rewards/points not credited,High,2.6,True,False,True
C104865,2025-09-23,UK,Email,Travel & Lifestyle,Agent miscommunication,High,1.6,False,False,False
C135166,2025-09-23,US,Social,Billing & Statements,Billing/charge discrepancy,Medium,6.8,True,False,False
C103793,2025-09-23,CA,Email,Merchant Services,Billing/charge discrepancy,Low,3.4,True,False,False
C121998,2025-09-23,MX,Email,Travel & Lifestyle,Other,Low,6.1,True,False,False
C101753,2025-09-23,UK,Call,Digital/App,Billing/charge discrepancy,Low,2.7,True,False,False
C141065,2025-09-23,MX,Call,Billing & Statements,Delayed dispute resolution,Low,0.8,True,False,False
C127366,2025-09-23,IN,Social,Merchant Services,Privacy/data handling concern,Medium,3.0,True,True,False
C124112,2025-09-23,IN,Email,Merchant Services,Rewards/points not credited,Medium,9.6,False,False,False
C139120,2025-09-23,MX,Chat,Digital/App,Billing/charge discrepancy,Low,1.3,True,False,False
C139468,2025-09-23,MX,Chat,Card Services,App/digital platform bug,Low,15.3,True,False,False
C137737,2025-09-23,US,Email,Card Services,App/digital platform bug,Low,11.8,True,False,False
C130895,2025-09-23,MX,Call,Travel & Lifestyle,Privacy/data handling concern,Low,3.5,True,False,False
C144607,2025-09-23,UK,Chat,Merchant Services,App/digital platform bug,Low,16.8,True,False,True
C118618,2025-09-23,UK,Email,Card Services,Billing/charge discrepancy,Low,3.2,True,False,False
C149860,2025-09-23,AU,Call,Merchant Services,Billing/charge discrepancy,High,5.1,True,True,True
C147588,2025-09-23,SG,Chat,Travel & Lifestyle,Delayed dispute resolution,Medium,0.8,True,False,False
C129903,2025-09-23,US,Call,Travel & Lifestyle,Rewards/points not credited,High,1.1,True,False,False
C112509,2025-09-23,CA,Call,Merchant Services,App/digital platform bug,Low,25.0,True,False,False
C110132,2025-09-23,AU,Chat,Card Services,Rewards/points not credited,Medium,3.2,True,False,True
C125320,2025-09-23,IN,Call,Digital/App,Delayed dispute resolution,Medium,7.6,True,False,True
C144832,2025-09-23,US,Call,Digital/App,Delayed dispute resolution,High,3.6,True,True,False
C138531,2025-09-23,US,Chat,Merchant Services,Billing/charge discrepancy,Medium,1.5,True,False,True
C125354,2025-09-23,SG,Call,Digital/App,Delayed dispute resolution,High,12.7,True,False,False
C120147,2025-09-23,US,Chat,Merchant Services,Billing/charge discrepancy,High,1.9,True,False,False
C106212,2025-09-23,US,Call,Travel & Lifestyle,Delayed dispute resolution,Medium,27.5,False,False,False
